vsweep  v1  v2  v3  v4  v5    
 8.85100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79036332e+00  2.50936977e-02 
 8.85200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79037847e+00  2.51315963e-02 
 8.85300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79039360e+00  2.51695258e-02 
 8.85400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79040869e+00  2.52074877e-02 
 8.85500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79042375e+00  2.52454794e-02 
 8.85600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79043877e+00  2.52835002e-02 
 8.85700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79045377e+00  2.53215531e-02 
 8.85800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79046873e+00  2.53596369e-02 
 8.85900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79048367e+00  2.53977517e-02 
 8.86000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79049857e+00  2.54358960e-02 
 8.86100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79051344e+00  2.54740723e-02 
 8.86200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79052828e+00  2.55122791e-02 
 8.86300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79054308e+00  2.55505173e-02 
 8.86400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79055786e+00  2.55887856e-02 
 8.86500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79057260e+00  2.56270860e-02 
 8.86600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79058732e+00  2.56654174e-02 
 8.86700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79060200e+00  2.57037795e-02 
 8.86800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79061665e+00  2.57421729e-02 
 8.86900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79063127e+00  2.57805969e-02 
 8.87000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79064586e+00  2.58190521e-02 
 8.87100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79066042e+00  2.58575397e-02 
 8.87200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79067495e+00  2.58960580e-02 
 8.87300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79068945e+00  2.59346076e-02 
 8.87400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79070392e+00  2.59731876e-02 
 8.87500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79071835e+00  2.60117993e-02 
 8.87600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79073276e+00  2.60504439e-02 
 8.87700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79074714e+00  2.60891196e-02 
 8.87800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79076148e+00  2.61278258e-02 
 8.87900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79077580e+00  2.61665634e-02 
 8.88000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79079009e+00  2.62053338e-02 
 8.88100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79080434e+00  2.62441352e-02 
 8.88200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79081857e+00  2.62829684e-02 
 8.88300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79083277e+00  2.63218328e-02 
 8.88400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79084694e+00  2.63607283e-02 
 8.88500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79086107e+00  2.63996574e-02 
 8.88600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79087518e+00  2.64386169e-02 
 8.88700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79088926e+00  2.64776089e-02 
 8.88800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79090331e+00  2.65166327e-02 
 8.88900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79091733e+00  2.65556890e-02 
 8.89000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79093132e+00  2.65947764e-02 
 8.89100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79094528e+00  2.66338969e-02 
 8.89200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79095922e+00  2.66730475e-02 
 8.89300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79097312e+00  2.67122322e-02 
 8.89400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79098699e+00  2.67514475e-02 
 8.89500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79100084e+00  2.67906950e-02 
 8.89600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79101466e+00  2.68299765e-02 
 8.89700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79102844e+00  2.68692877e-02 
 8.89800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79104220e+00  2.69086342e-02 
 8.89900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79105593e+00  2.69480106e-02 
 8.90000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79106964e+00  2.69874206e-02 
 8.90100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79108331e+00  2.70268625e-02 
 8.90200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79109696e+00  2.70663372e-02 
 8.90300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79111057e+00  2.71058440e-02 
 8.90400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79112416e+00  2.71453836e-02 
 8.90500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79113772e+00  2.71849562e-02 
 8.90600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79115126e+00  2.72245613e-02 
 8.90700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79116476e+00  2.72641984e-02 
 8.90800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79117823e+00  2.73038680e-02 
 8.90900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79119168e+00  2.73435706e-02 
 8.91000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79120510e+00  2.73833080e-02 
 8.91100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79121850e+00  2.74230763e-02 
 8.91200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79123186e+00  2.74628777e-02 
 8.91300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79124520e+00  2.75027127e-02 
 8.91400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79125851e+00  2.75425805e-02 
 8.91500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79127179e+00  2.75824805e-02 
 8.91600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79128505e+00  2.76224138e-02 
 8.91700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79129827e+00  2.76623812e-02 
 8.91800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79131147e+00  2.77023799e-02 
 8.91900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79132465e+00  2.77424151e-02 
 8.92000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79133779e+00  2.77824802e-02 
 8.92100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79135091e+00  2.78225797e-02 
 8.92200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79136400e+00  2.78627134e-02 
 8.92300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79137707e+00  2.79028813e-02 
 8.92400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79139010e+00  2.79430811e-02 
 8.92500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79140312e+00  2.79833146e-02 
 8.92600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79141610e+00  2.80235819e-02 
 8.92700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79142906e+00  2.80638814e-02 
 8.92800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79144199e+00  2.81042168e-02 
 8.92900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79145489e+00  2.81445851e-02 
 8.93000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79146777e+00  2.81849863e-02 
 8.93100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79148062e+00  2.82254222e-02 
 8.93200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79149344e+00  2.82658922e-02 
 8.93300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79150624e+00  2.83063956e-02 
 8.93400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79151901e+00  2.83469318e-02 
 8.93500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79153176e+00  2.83875035e-02 
 8.93600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79154448e+00  2.84281091e-02 
 8.93700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79155717e+00  2.84687496e-02 
 8.93800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79156984e+00  2.85094234e-02 
 8.93900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79158248e+00  2.85501306e-02 
 8.94000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79159510e+00  2.85908738e-02 
 8.94100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79160769e+00  2.86316507e-02 
 8.94200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79162025e+00  2.86724613e-02 
 8.94300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79163279e+00  2.87133058e-02 
 8.94400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79164530e+00  2.87541865e-02 
 8.94500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79165779e+00  2.87951010e-02 
 8.94600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79167025e+00  2.88360499e-02 
 8.94700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79168269e+00  2.88770328e-02 
 8.94800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79169509e+00  2.89180510e-02 
 8.94900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79170748e+00  2.89591047e-02 
 8.95000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79171984e+00  2.90001929e-02 
 8.95100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79173218e+00  2.90413155e-02 
 8.95200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79174448e+00  2.90824733e-02 
 8.95300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79175677e+00  2.91236650e-02 
 8.95400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79176903e+00  2.91648931e-02 
 8.95500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79178126e+00  2.92061561e-02 
 8.95600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79179347e+00  2.92474537e-02 
 8.95700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79180565e+00  2.92887869e-02 
 8.95800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79181781e+00  2.93301547e-02 
 8.95900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79182995e+00  2.93715582e-02 
 8.96000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79184206e+00  2.94129968e-02 
 8.96100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79185414e+00  2.94544717e-02 
 8.96200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79186620e+00  2.94959809e-02 
 8.96300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79187824e+00  2.95375255e-02 
 8.96400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79189025e+00  2.95791072e-02 
 8.96500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79190224e+00  2.96207243e-02 
 8.96600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79191420e+00  2.96623765e-02 
 8.96700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79192614e+00  2.97040634e-02 
 8.96800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79193805e+00  2.97457890e-02 
 8.96900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79194994e+00  2.97875483e-02 
 8.97000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79196181e+00  2.98293447e-02 
 8.97100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79197365e+00  2.98711764e-02 
 8.97200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79198547e+00  2.99130441e-02 
 8.97300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79199726e+00  2.99549477e-02 
 8.97400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79200903e+00  2.99968868e-02 
 8.97500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79202078e+00  3.00388641e-02 
 8.97600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79203250e+00  3.00808760e-02 
 8.97700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79204420e+00  3.01229258e-02 
 8.97800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79205588e+00  3.01650115e-02 
 8.97900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79206753e+00  3.02071319e-02 
 8.98000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79207915e+00  3.02492912e-02 
 8.98100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79209076e+00  3.02914878e-02 
 8.98200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79210234e+00  3.03337188e-02 
 8.98300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79211390e+00  3.03759873e-02 
 8.98400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79212543e+00  3.04182925e-02 
 8.98500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79213694e+00  3.04606359e-02 
 8.98600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79214843e+00  3.05030148e-02 
 8.98700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79215989e+00  3.05454313e-02 
 8.98800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79217133e+00  3.05878847e-02 
 8.98900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79218275e+00  3.06303756e-02 
 8.99000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79219414e+00  3.06729032e-02 
 8.99100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79220551e+00  3.07154690e-02 
 8.99200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79221686e+00  3.07580705e-02 
 8.99300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79222819e+00  3.08007122e-02 
 8.99400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79223949e+00  3.08433886e-02 
 8.99500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79225077e+00  3.08861039e-02 
 8.99600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79226203e+00  3.09288563e-02 
 8.99700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79227326e+00  3.09716471e-02 
 8.99800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79228448e+00  3.10144744e-02 
 8.99900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79229567e+00  3.10573406e-02 
 9.00000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79230683e+00  3.11002442e-02 
 9.00100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79231798e+00  3.11431854e-02 
 9.00200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79232910e+00  3.11861647e-02 
 9.00300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79234020e+00  3.12291835e-02 
 9.00400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79235128e+00  3.12722397e-02 
 9.00500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79236233e+00  3.13153323e-02 
 9.00600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79237337e+00  3.13584663e-02 
 9.00700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79238438e+00  3.14016377e-02 
 9.00800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79239537e+00  3.14448474e-02 
 9.00900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79240633e+00  3.14880949e-02 
 9.01000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79241728e+00  3.15313807e-02 
 9.01100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79242820e+00  3.15747071e-02 
 9.01200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79243910e+00  3.16180716e-02 
 9.01300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79244998e+00  3.16614745e-02 
 9.01400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79246084e+00  3.17049162e-02 
 9.01500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79247167e+00  3.17483970e-02 
 9.01600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79248249e+00  3.17919160e-02 
 9.01700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79249328e+00  3.18354764e-02 
 9.01800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79250405e+00  3.18790743e-02 
 9.01900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79251480e+00  3.19227115e-02 
 9.02000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79252553e+00  3.19663892e-02 
 9.02100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79253623e+00  3.20101044e-02 
 9.02200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79254691e+00  3.20538603e-02 
 9.02300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79255758e+00  3.20976565e-02 
 9.02400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79256822e+00  3.21414917e-02 
 9.02500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79257884e+00  3.21853661e-02 
 9.02600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79258944e+00  3.22292803e-02 
 9.02700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79260002e+00  3.22732348e-02 
 9.02800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79261057e+00  3.23172295e-02 
 9.02900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79262111e+00  3.23612643e-02 
 9.03000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79263163e+00  3.24053393e-02 
 9.03100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79264212e+00  3.24494545e-02 
 9.03200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79265259e+00  3.24936097e-02 
 9.03300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79266304e+00  3.25378053e-02 
 9.03400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79267347e+00  3.25820422e-02 
 9.03500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79268388e+00  3.26263190e-02 
 9.03600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79269427e+00  3.26706348e-02 
 9.03700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79270464e+00  3.27149941e-02 
 9.03800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79271499e+00  3.27593926e-02 
 9.03900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79272532e+00  3.28038337e-02 
 9.04000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79273562e+00  3.28483143e-02 
 9.04100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79274591e+00  3.28928351e-02 
 9.04200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79275618e+00  3.29373996e-02 
 9.04300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79276642e+00  3.29820036e-02 
 9.04400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79277665e+00  3.30266487e-02 
 9.04500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79278685e+00  3.30713353e-02 
 9.04600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79279704e+00  3.31160641e-02 
 9.04700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79280720e+00  3.31608341e-02 
 9.04800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79281734e+00  3.32056456e-02 
 9.04900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79282747e+00  3.32504986e-02 
 9.05000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79283757e+00  3.32953951e-02 
 9.05100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79284766e+00  3.33403327e-02 
 9.05200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79285772e+00  3.33853117e-02 
 9.05300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79286776e+00  3.34303323e-02 
 9.05400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79287779e+00  3.34753966e-02 
 9.05500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79288779e+00  3.35205021e-02 
 9.05600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79289778e+00  3.35656496e-02 
 9.05700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79290774e+00  3.36108409e-02 
 9.05800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79291768e+00  3.36560748e-02 
 9.05900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79292761e+00  3.37013504e-02 
 9.06000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79293751e+00  3.37466687e-02 
 9.06100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79294740e+00  3.37920316e-02 
 9.06200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79295727e+00  3.38374353e-02 
 9.06300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79296711e+00  3.38828827e-02 
 9.06400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79297694e+00  3.39283738e-02 
 9.06500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79298674e+00  3.39739076e-02 
 9.06600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79299653e+00  3.40194842e-02 
 9.06700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79300630e+00  3.40651058e-02 
 9.06800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79301605e+00  3.41107692e-02 
 9.06900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79302578e+00  3.41564772e-02 
 9.07000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79303549e+00  3.42022274e-02 
 9.07100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79304518e+00  3.42480242e-02 
 9.07200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79305485e+00  3.42938628e-02 
 9.07300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79306451e+00  3.43397468e-02 
 9.07400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79307414e+00  3.43856722e-02 
 9.07500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79308376e+00  3.44316440e-02 
 9.07600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79309335e+00  3.44776606e-02 
 9.07700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79310293e+00  3.45237198e-02 
 9.07800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79311249e+00  3.45698240e-02 
 9.07900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79312203e+00  3.46159737e-02 
 9.08000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79313155e+00  3.46621681e-02 
 9.08100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79314105e+00  3.47084054e-02 
 9.08200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79315053e+00  3.47546884e-02 
 9.08300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79316000e+00  3.48010162e-02 
 9.08400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79316944e+00  3.48473909e-02 
 9.08500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79317887e+00  3.48938090e-02 
 9.08600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79318828e+00  3.49402734e-02 
 9.08700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79319767e+00  3.49867844e-02 
 9.08800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79320704e+00  3.50333372e-02 
 9.08900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79321639e+00  3.50799385e-02 
 9.09000000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79322573e+00  3.51265855e-02 
 9.09100000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79323504e+00  3.51732779e-02 
 9.09200000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79324434e+00  3.52200154e-02 
 9.09300000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79325362e+00  3.52668010e-02 
 9.09400000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79326288e+00  3.53136302e-02 
 9.09500000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79327212e+00  3.53605067e-02 
 9.09600000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79328135e+00  3.54074305e-02 
 9.09700000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79329055e+00  3.54544004e-02 
 9.09800000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79329974e+00  3.55014154e-02 
 9.09900000e-01  1.79999988e+00  1.79999988e+00  1.79999988e+00  1.79330891e+00  3.55484800e-02 
